Axe_X,Axe_Y,Name,Cluster,Medoid
52.991924,-13.069169,Toi(joueur),Groupe 4,0
-38.15287,-8.642058,Toki (frère de Ken le survivant),Groupe 5,1
3.460122,-10.202486,Tom Brady (joueur de foot américain),Groupe 0,0
11.417801,-1.5469679,Tom Cruise (acteur américain),Groupe 0,0
11.572966,-1.1533719,Tom Hanks (acteur américain),Groupe 0,0
-48.27432,13.398953,Tom Shelby (Peaky Blinders),Groupe 5,0
5.7912374,-13.9724,Tommy Tallarico,Groupe 0,0
10.611023,-5.2866144,Tommy Wiseau (acteur),Groupe 0,0
-3.251425,2.4546537,Tomoharu Natsume ,Groupe 1,0
-12.183816,26.045557,Ton chinchilla ,Groupe 1,0
-4.68021,4.545075,Ton cousin par alliance,Groupe 1,0
-8.559574,1.7634256,Ton médecin ,Groupe 1,0
46.200348,-11.541809,ton papa!,Groupe 4,0
-3.2742898,4.165962,Ton petit ami ,Groupe 1,0
-6.07962,3.6067872,Tonnerre ,Groupe 1,0
53.654964,8.944282,TONY ESTANGUET,Groupe 4,0
51.12108,8.726456,Tony Parker,Groupe 3,0
54.873688,-20.61818,Torlk,Groupe 4,0
51.034847,-14.251959,torlk (streamer jeux video),Groupe 4,0
-28.603783,2.2609525,Totoro ,Groupe 5,0
25.690453,17.399096,Toumaï,Groupe 0,0
-39.915592,-5.3476567,Tracer (Overwatch),Groupe 5,0
2.6091657,-10.088274,Travis Pastrana (pilote américain),Groupe 0,0
49.35833,-21.374365,Tristan Hardy (étudiant INSA),Groupe 4,0
-4.660112,3.1436644,Trololol ,Groupe 1,0
-40.840538,1.6359892,Tryphon Tournesol,Groupe 5,0
-47.946278,-2.8733196,Tuco (western: le bon la brute et le truand),Groupe 5,0
-43.66082,4.782333,Tyler Durden (perso du film fight club)[,Groupe 5,0
-58.04778,-0.80280393,Tyrion Lannister,Groupe 5,0
5.2627153,2.3667324,Ulysse,Groupe 1,0
-54.253563,-4.4367995,ulysse 31 (dessin animé),Groupe 5,0
19.134897,11.069944,un astronaute,Groupe 0,0
50.711163,-19.802002,Un canard,Groupe 4,0
-33.037838,8.184455,Un con qui s'amuse à cliquer que sur non,Groupe 2,0
-24.425764,-8.949821,un dragon,Groupe 5,0
-6.170254,1.9456509,Un fantôme ,Groupe 1,0
-4.9624085,-0.13047935,un jouet ,Groupe 1,0
-8.438285,-7.1817417,Un lama,Groupe 0,0
-9.052297,-6.9496875,Un lama bleu,Groupe 1,0
-8.012245,-8.171533,Un lapin,Groupe 0,0
-11.057657,2.883921,Un marcassin ,Groupe 1,0
-5.648706,5.524608,Un Minion ,Groupe 1,0
19.365541,-13.800339,Un oiseau,Groupe 4,0
4.291622,6.5768576,Un orc ,Groupe 1,0
-13.614959,6.6241007,UN PETIT MALIN QUI CLIQUE SUR TOUT! ,Groupe 1,0
10.981593,-19.027712,Un rossignol,Groupe 0,0
-13.374164,8.460387,Un singe,Groupe 1,0
-21.0819,-10.450147,Un zombie ,Groupe 5,0
-16.171286,9.869173,Un zombie ou mort-vivant  ,Groupe 1,0
4.250567,8.4693365,Une cacahuète,Groupe 1,0
-6.602132,-2.4819574,Une fille dont tu es amoureux ,Groupe 1,0
1.1910276,6.939899,Une fille que vous avez aimé sans retour ,Groupe 1,0
-19.978882,20.452179,Une termite ,Groupe 1,0
-0.8625074,28.587238,Urahara Kisuke ,Groupe 1,0
-6.124984,-19.89894,Usain Bolt,Groupe 2,0
-14.656153,-3.061721,Utau Hoshina / Utau Tsukiyomi ,Groupe 1,0
-38.613163,-9.64508,Utsuho Reiuji,Groupe 5,0
59.67892,-3.1890657,Vald (rapeur),Groupe 4,0
-39.62748,-6.018348,Vayne,Groupe 5,0
57.636147,-4.3123307,Vegedream,Groupe 4,0
-52.031002,1.4049698,Vegeta (DBZ),Groupe 5,0
-53.891743,1.7445227,Végéta (manga: dragon ball),Groupe 5,0
-1.8675852,1.7319287,Végéto (manga: dragon ball),Groupe 1,0
26.4577,-8.071944,vercingétorix,Groupe 4,0
59.244396,-9.283801,Vianney (chanteur),Groupe 4,0
34.565197,-11.570381,Victor Hugo,Groupe 3,0
-19.978975,20.452225,Vincent Claude ,Groupe 1,0
-33.6291,-14.222053,Vlad III (roi de transylvanie),Groupe 5,0
16.248102,-22.76162,Vladimir Poutine,Groupe 3,0
-27.574179,-13.874872,Voldemort (personnage d'Harry Potter),Groupe 5,0
-23.74312,0.58768994,Wall-E,Groupe 5,0
22.18695,14.8254175,Walt Disney,Groupe 0,0
-49.2598,15.035576,Walter White (Personnage de Breaking Bad),Groupe 5,0
-12.502606,9.877693,Watt Tambor ,Groupe 1,0
-4.7673287,14.570536,Wayne Gretzky ,Groupe 1,0
-8.473704,13.050517,White Len (jeu vidéo:Melty Blood),Groupe 1,0
14.450048,-0.39641377,Will Smith,Groupe 0,0
1.8990808,18.354374,William Blaskowicz ,Groupe 1,0
26.710749,9.857682,William Shakespeare,Groupe 0,0
5.6685038,10.050789,Willow Ufgood ,Groupe 1,0
-25.880787,8.935675,Winnie l'ourson (personnage de dessin animé),Groupe 5,0
25.867828,9.579394,Winston Churchill,Groupe 0,0
24.405323,21.469627,Wolfgang Amadeus Mozart (musicien),Groupe 0,0
-45.590664,-9.802383,Wolverine (personnage des X-Men),Groupe 5,0
-51.0113,-8.02085,wonder woman,Groupe 5,0
59.499226,-4.914947,Woodkid (chanteur-compositeur),Groupe 4,0
-23.063164,7.1190057,woody woodpecker,Groupe 5,0
-31.216335,-10.155399,Wrex (Mass effect),Groupe 5,0
-47.39848,-8.837751,XIII,Groupe 5,0
-44.005867,-8.323445,Yagami Light (Personnage Principale de Death Note),Groupe 5,0
-36.269703,-10.440688,Yandere-chan,Groupe 5,0
58.123344,-16.779613,Yann Barthes (presentateur télé),Groupe 4,0
45.28032,-11.965744,Yann Ricquebourg (enseignant INSA Rennes),Groupe 4,0
48.490314,5.127995,Yannick Noah,Groupe 3,0
5.879629,-17.390036,Yngwie Malmsteen,Groupe 0,0
56.50948,9.968145,Yoann Gourcuff,Groupe 4,0
-28.488531,0.34147954,Yoda (Jedi de Star wars),Groupe 5,0
-50.352604,-5.9495296,Yoko Tsuno (perso bande dessiné),Groupe 5,0
-31.183245,2.0768447,Yoshi,Groupe 5,0
-53.641705,-0.76942277,Yugi Muto ,Groupe 5,0
-55.00832,-0.99312794,Yugo,Groupe 5,0
25.570684,16.942598,Yukio Mishima (écrivain japonais),Groupe 0,0
30.740107,-7.826873,Yves Montant (acteur),Groupe 4,0
-53.35056,-2.6679175,Zack Branigan,Groupe 5,0
-9.980183,14.09103,Zack Ryder ,Groupe 1,0
51.490704,-6.347582,Zahia Dehar ,Groupe 4,0
-3.6732848,-14.437218,Zbigniew Gutkowski (skipper polonais),Groupe 0,0
-39.53816,-11.658397,Zelda,Groupe 5,0
-39.43576,-2.8629172,Zelda(princesse),Groupe 5,0
56.409462,-22.246994,Zerator (streamer),Groupe 4,0
-44.718513,-6.8125396,Zero Kyriu (manga Vampire Knight),Groupe 5,0
-42.51401,-12.739605,Zeus (dieu grec),Groupe 5,0
42.517437,-1.5388019,Zinedine Zidane,Groupe 2,0
